ProviderID,HospitalName,Address,City,State,Zip,County,PhoneNumber,MeasureID,MeasureName,SurveyQuestion,AnswerDescription,AnswerPercent,NumberItemResponses,Footnote,DataCollectionPeriod
33016F,BRONX VA MEDICAL CENTER,130 WEST KINGSBRIDGE ROAD,BRONX,NY,10468,BRONX,7185849000,VA-H_COMP_7_SA,VA-Care Transition,"Patients who ""Strongly Agree"" they understood their care when they left the hospital",Patients who “Strongly Agree” they understood their care when they left the hospital,48,338,,"January 1,2015 - December 31,2015"
33016F,BRONX VA MEDICAL CENTER,130 WEST KINGSBRIDGE ROAD,BRONX,NY,10468,BRONX,7185849000,VA-H_HSP_RATING_9_10,VA-Overall Rating of Hospital,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""9"" or ""10"" (high)",60,352,,"January 1,2015 - December 31,2015"
33016F,BRONX VA MEDICAL CENTER,130 WEST KINGSBRIDGE ROAD,BRONX,NY,10468,BRONX,7185849000,VA-H_QUIET_HSP_A_P,VA-Quietness of the Hospital Environment,"Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night",64,356,,"January 1,2015 - December 31,2015"
33016F,BRONX VA MEDICAL CENTER,130 WEST KINGSBRIDGE ROAD,BRONX,NY,10468,BRONX,7185849000,VA-H_RECMND_DY,VA-Willingness to Recommend Hospital,Patients who reported YES they would definitely recommend the hospital,"""YES"" patients would definitely recommend the hospital",61,351,,"January 1,2015 - December 31,2015"
33012F,UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM),3495 BAILEY AVENUE,BUFFALO,NY,14215,ERIE,7168623611,VA-H_CLEAN_HSP_A_P,VA-Cleanliness of the Hospital Environment,"Patients who reported that their room and bathroom were ""Always"" clean","Room was ""always"" clean",60,516,,"January 1,2015 - December 31,2015"
33012F,UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM),3495 BAILEY AVENUE,BUFFALO,NY,14215,ERIE,7168623611,VA-H_COMP_1_A_P,VA-Communication with Nurses,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""always"" communicated well",71,517,,"January 1,2015 - December 31,2015"
33012F,UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM),3495 BAILEY AVENUE,BUFFALO,NY,14215,ERIE,7168623611,VA-H_COMP_2_A_P,VA-Communication with Doctors,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""always"" communicated well",71,517,,"January 1,2015 - December 31,2015"
33012F,UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM),3495 BAILEY AVENUE,BUFFALO,NY,14215,ERIE,7168623611,VA-H_COMP_3_A_P,VA-Responsiveness of Hospital Staff,"Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""always"" received help as soon as they wanted",56,305,,"January 1,2015 - December 31,2015"
33012F,UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM),3495 BAILEY AVENUE,BUFFALO,NY,14215,ERIE,7168623611,VA-H_COMP_4_A_P,VA-Pain Management,"Patients who reported that their pain was ""Always"" well controlled","Pain was ""always"" well controlled",63,327,,"January 1,2015 - December 31,2015"
33012F,UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM),3495 BAILEY AVENUE,BUFFALO,NY,14215,ERIE,7168623611,VA-H_COMP_5_A_P,VA-Communication about Medication,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""always"" explained",58,282,,"January 1,2015 - December 31,2015"
33012F,UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM),3495 BAILEY AVENUE,BUFFALO,NY,14215,ERIE,7168623611,VA-H_COMP_6_Y_P,VA-Discharge Information,Patients who reported that YES they were given information about what to do during their recovery at home,"Yes staff ""did"" give patients this information",88,435,,"January 1,2015 - December 31,2015"
33012F,UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM),3495 BAILEY AVENUE,BUFFALO,NY,14215,ERIE,7168623611,VA-H_COMP_7_SA,VA-Care Transition,"Patients who ""Strongly Agree"" they understood their care when they left the hospital",Patients who “Strongly Agree” they understood their care when they left the hospital,49,499,,"January 1,2015 - December 31,2015"
33012F,UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM),3495 BAILEY AVENUE,BUFFALO,NY,14215,ERIE,7168623611,VA-H_HSP_RATING_9_10,VA-Overall Rating of Hospital,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""9"" or ""10"" (high)",58,507,,"January 1,2015 - December 31,2015"
33012F,UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM),3495 BAILEY AVENUE,BUFFALO,NY,14215,ERIE,7168623611,VA-H_QUIET_HSP_A_P,VA-Quietness of the Hospital Environment,"Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night",38,517,,"January 1,2015 - December 31,2015"
33012F,UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM),3495 BAILEY AVENUE,BUFFALO,NY,14215,ERIE,7168623611,VA-H_RECMND_DY,VA-Willingness to Recommend Hospital,Patients who reported YES they would definitely recommend the hospital,"""YES"" patients would definitely recommend the hospital",61,509,,"January 1,2015 - December 31,2015"
31001F,VA NEW JERSEY HEALTH CARE SYSTEM,385 TREMONT AVENUE,EAST ORANGE,NJ,07018,ESSEX,9736761000,VA-H_CLEAN_HSP_A_P,VA-Cleanliness of the Hospital Environment,"Patients who reported that their room and bathroom were ""Always"" clean","Room was ""always"" clean",69,337,,"January 1,2015 - December 31,2015"
31001F,VA NEW JERSEY HEALTH CARE SYSTEM,385 TREMONT AVENUE,EAST ORANGE,NJ,07018,ESSEX,9736761000,VA-H_COMP_1_A_P,VA-Communication with Nurses,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""always"" communicated well",68,339,,"January 1,2015 - December 31,2015"
31001F,VA NEW JERSEY HEALTH CARE SYSTEM,385 TREMONT AVENUE,EAST ORANGE,NJ,07018,ESSEX,9736761000,VA-H_COMP_2_A_P,VA-Communication with Doctors,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""always"" communicated well",77,339,,"January 1,2015 - December 31,2015"
31001F,VA NEW JERSEY HEALTH CARE SYSTEM,385 TREMONT AVENUE,EAST ORANGE,NJ,07018,ESSEX,9736761000,VA-H_COMP_3_A_P,VA-Responsiveness of Hospital Staff,"Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""always"" received help as soon as they wanted",62,194,,"January 1,2015 - December 31,2015"
31001F,VA NEW JERSEY HEALTH CARE SYSTEM,385 TREMONT AVENUE,EAST ORANGE,NJ,07018,ESSEX,9736761000,VA-H_COMP_4_A_P,VA-Pain Management,"Patients who reported that their pain was ""Always"" well controlled","Pain was ""always"" well controlled",64,204,,"January 1,2015 - December 31,2015"
31001F,VA NEW JERSEY HEALTH CARE SYSTEM,385 TREMONT AVENUE,EAST ORANGE,NJ,07018,ESSEX,9736761000,VA-H_COMP_5_A_P,VA-Communication about Medication,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""always"" explained",60,174,,"January 1,2015 - December 31,2015"
31001F,VA NEW JERSEY HEALTH CARE SYSTEM,385 TREMONT AVENUE,EAST ORANGE,NJ,07018,ESSEX,9736761000,VA-H_COMP_6_Y_P,VA-Discharge Information,Patients who reported that YES they were given information about what to do during their recovery at home,"Yes staff ""did"" give patients this information",81,277,,"January 1,2015 - December 31,2015"
31001F,VA NEW JERSEY HEALTH CARE SYSTEM,385 TREMONT AVENUE,EAST ORANGE,NJ,07018,ESSEX,9736761000,VA-H_COMP_7_SA,VA-Care Transition,"Patients who ""Strongly Agree"" they understood their care when they left the hospital",Patients who “Strongly Agree” they understood their care when they left the hospital,51,326,,"January 1,2015 - December 31,2015"
31001F,VA NEW JERSEY HEALTH CARE SYSTEM,385 TREMONT AVENUE,EAST ORANGE,NJ,07018,ESSEX,9736761000,VA-H_HSP_RATING_9_10,VA-Overall Rating of Hospital,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""9"" or ""10"" (high)",60,338,,"January 1,2015 - December 31,2015"
31001F,VA NEW JERSEY HEALTH CARE SYSTEM,385 TREMONT AVENUE,EAST ORANGE,NJ,07018,ESSEX,9736761000,VA-H_QUIET_HSP_A_P,VA-Quietness of the Hospital Environment,"Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night",54,339,,"January 1,2015 - December 31,2015"
31001F,VA NEW JERSEY HEALTH CARE SYSTEM,385 TREMONT AVENUE,EAST ORANGE,NJ,07018,ESSEX,9736761000,VA-H_RECMND_DY,VA-Willingness to Recommend Hospital,Patients who reported YES they would definitely recommend the hospital,"""YES"" patients would definitely recommend the hospital",61,335,,"January 1,2015 - December 31,2015"
33015F,VA HUDSON VALLEY HEALTHCARE SYSTEM,2094 ALBANY POST ROAD,MONTROSE,NY,10548,WESTCHESTER,9147374400,VA-H_CLEAN_HSP_A_P,VA-Cleanliness of the Hospital Environment,"Patients who reported that their room and bathroom were ""Always"" clean","Room was ""always"" clean",80,146,,"January 1,2015 - December 31,2015"
33015F,VA HUDSON VALLEY HEALTHCARE SYSTEM,2094 ALBANY POST ROAD,MONTROSE,NY,10548,WESTCHESTER,9147374400,VA-H_COMP_1_A_P,VA-Communication with Nurses,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""always"" communicated well",75,147,,"January 1,2015 - December 31,2015"
33015F,VA HUDSON VALLEY HEALTHCARE SYSTEM,2094 ALBANY POST ROAD,MONTROSE,NY,10548,WESTCHESTER,9147374400,VA-H_COMP_2_A_P,VA-Communication with Doctors,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""always"" communicated well",87,148,,"January 1,2015 - December 31,2015"
33015F,VA HUDSON VALLEY HEALTHCARE SYSTEM,2094 ALBANY POST ROAD,MONTROSE,NY,10548,WESTCHESTER,9147374400,VA-H_COMP_3_A_P,VA-Responsiveness of Hospital Staff,"Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""always"" received help as soon as they wanted",53,79,"Fewer than 100 patients responded to the SHEP survey item. Use these scores with caution, as the number of responses may be too low to reliably assess hospital performance.","January 1,2015 - December 31,2015"
33015F,VA HUDSON VALLEY HEALTHCARE SYSTEM,2094 ALBANY POST ROAD,MONTROSE,NY,10548,WESTCHESTER,9147374400,VA-H_COMP_4_A_P,VA-Pain Management,"Patients who reported that their pain was ""Always"" well controlled","Pain was ""always"" well controlled",62,72,"Fewer than 100 patients responded to the SHEP survey item. Use these scores with caution, as the number of responses may be too low to reliably assess hospital performance.","January 1,2015 - December 31,2015"
33015F,VA HUDSON VALLEY HEALTHCARE SYSTEM,2094 ALBANY POST ROAD,MONTROSE,NY,10548,WESTCHESTER,9147374400,VA-H_COMP_5_A_P,VA-Communication about Medication,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""always"" explained",67,84,"Fewer than 100 patients responded to the SHEP survey item. Use these scores with caution, as the number of responses may be too low to reliably assess hospital performance.","January 1,2015 - December 31,2015"
33015F,VA HUDSON VALLEY HEALTHCARE SYSTEM,2094 ALBANY POST ROAD,MONTROSE,NY,10548,WESTCHESTER,9147374400,VA-H_COMP_6_Y_P,VA-Discharge Information,Patients who reported that YES they were given information about what to do during their recovery at home,"Yes staff ""did"" give patients this information",86,123,,"January 1,2015 - December 31,2015"
33015F,VA HUDSON VALLEY HEALTHCARE SYSTEM,2094 ALBANY POST ROAD,MONTROSE,NY,10548,WESTCHESTER,9147374400,VA-H_COMP_7_SA,VA-Care Transition,"Patients who ""Strongly Agree"" they understood their care when they left the hospital",Patients who “Strongly Agree” they understood their care when they left the hospital,54,140,,"January 1,2015 - December 31,2015"
33015F,VA HUDSON VALLEY HEALTHCARE SYSTEM,2094 ALBANY POST ROAD,MONTROSE,NY,10548,WESTCHESTER,9147374400,VA-H_HSP_RATING_9_10,VA-Overall Rating of Hospital,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""9"" or ""10"" (high)",67,146,,"January 1,2015 - December 31,2015"
33015F,VA HUDSON VALLEY HEALTHCARE SYSTEM,2094 ALBANY POST ROAD,MONTROSE,NY,10548,WESTCHESTER,9147374400,VA-H_QUIET_HSP_A_P,VA-Quietness of the Hospital Environment,"Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night",61,146,,"January 1,2015 - December 31,2015"
33015F,VA HUDSON VALLEY HEALTHCARE SYSTEM,2094 ALBANY POST ROAD,MONTROSE,NY,10548,WESTCHESTER,9147374400,VA-H_RECMND_DY,VA-Willingness to Recommend Hospital,Patients who reported YES they would definitely recommend the hospital,"""YES"" patients would definitely recommend the hospital",71,145,,"January 1,2015 - December 31,2015"
33017F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - NY DIV.,423 EAST 23RD STREET,NEW YORK,NY,10010,NEW YORK,2126867500,VA-H_CLEAN_HSP_A_P,VA-Cleanliness of the Hospital Environment,"Patients who reported that their room and bathroom were ""Always"" clean","Room was ""always"" clean",71,589,,"January 1,2015 - December 31,2015"
33017F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - NY DIV.,423 EAST 23RD STREET,NEW YORK,NY,10010,NEW YORK,2126867500,VA-H_COMP_1_A_P,VA-Communication with Nurses,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""always"" communicated well",72,593,,"January 1,2015 - December 31,2015"
33017F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - NY DIV.,423 EAST 23RD STREET,NEW YORK,NY,10010,NEW YORK,2126867500,VA-H_COMP_2_A_P,VA-Communication with Doctors,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""always"" communicated well",77,589,,"January 1,2015 - December 31,2015"
33017F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - NY DIV.,423 EAST 23RD STREET,NEW YORK,NY,10010,NEW YORK,2126867500,VA-H_COMP_3_A_P,VA-Responsiveness of Hospital Staff,"Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""always"" received help as soon as they wanted",60,299,,"January 1,2015 - December 31,2015"
33017F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - NY DIV.,423 EAST 23RD STREET,NEW YORK,NY,10010,NEW YORK,2126867500,VA-H_COMP_4_A_P,VA-Pain Management,"Patients who reported that their pain was ""Always"" well controlled","Pain was ""always"" well controlled",62,327,,"January 1,2015 - December 31,2015"
33017F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - NY DIV.,423 EAST 23RD STREET,NEW YORK,NY,10010,NEW YORK,2126867500,VA-H_COMP_5_A_P,VA-Communication about Medication,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""always"" explained",58,306,,"January 1,2015 - December 31,2015"
33017F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - NY DIV.,423 EAST 23RD STREET,NEW YORK,NY,10010,NEW YORK,2126867500,VA-H_COMP_6_Y_P,VA-Discharge Information,Patients who reported that YES they were given information about what to do during their recovery at home,"Yes staff ""did"" give patients this information",80,527,,"January 1,2015 - December 31,2015"
33017F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - NY DIV.,423 EAST 23RD STREET,NEW YORK,NY,10010,NEW YORK,2126867500,VA-H_COMP_7_SA,VA-Care Transition,"Patients who ""Strongly Agree"" they understood their care when they left the hospital",Patients who “Strongly Agree” they understood their care when they left the hospital,52,565,,"January 1,2015 - December 31,2015"
33017F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - NY DIV.,423 EAST 23RD STREET,NEW YORK,NY,10010,NEW YORK,2126867500,VA-H_HSP_RATING_9_10,VA-Overall Rating of Hospital,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""9"" or ""10"" (high)",61,585,,"January 1,2015 - December 31,2015"
33017F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - NY DIV.,423 EAST 23RD STREET,NEW YORK,NY,10010,NEW YORK,2126867500,VA-H_QUIET_HSP_A_P,VA-Quietness of the Hospital Environment,"Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night",56,589,,"January 1,2015 - December 31,2015"
33017F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - NY DIV.,423 EAST 23RD STREET,NEW YORK,NY,10010,NEW YORK,2126867500,VA-H_RECMND_DY,VA-Willingness to Recommend Hospital,Patients who reported YES they would definitely recommend the hospital,"""YES"" patients would definitely recommend the hospital",63,582,,"January 1,2015 - December 31,2015"
33019F,NORTHPORT VA MEDICAL CENTER,79 MIDDLEVILLE ROAD,NORTHPORT,NY,11768,SUFFOLK,5162614400,VA-H_CLEAN_HSP_A_P,VA-Cleanliness of the Hospital Environment,"Patients who reported that their room and bathroom were ""Always"" clean","Room was ""always"" clean",75,357,,"January 1,2015 - December 31,2015"
33019F,NORTHPORT VA MEDICAL CENTER,79 MIDDLEVILLE ROAD,NORTHPORT,NY,11768,SUFFOLK,5162614400,VA-H_COMP_1_A_P,VA-Communication with Nurses,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""always"" communicated well",73,356,,"January 1,2015 - December 31,2015"
33019F,NORTHPORT VA MEDICAL CENTER,79 MIDDLEVILLE ROAD,NORTHPORT,NY,11768,SUFFOLK,5162614400,VA-H_COMP_2_A_P,VA-Communication with Doctors,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""always"" communicated well",74,356,,"January 1,2015 - December 31,2015"
33019F,NORTHPORT VA MEDICAL CENTER,79 MIDDLEVILLE ROAD,NORTHPORT,NY,11768,SUFFOLK,5162614400,VA-H_COMP_3_A_P,VA-Responsiveness of Hospital Staff,"Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""always"" received help as soon as they wanted",55,210,,"January 1,2015 - December 31,2015"
33019F,NORTHPORT VA MEDICAL CENTER,79 MIDDLEVILLE ROAD,NORTHPORT,NY,11768,SUFFOLK,5162614400,VA-H_COMP_4_A_P,VA-Pain Management,"Patients who reported that their pain was ""Always"" well controlled","Pain was ""always"" well controlled",56,183,,"January 1,2015 - December 31,2015"
